10004, 10141, 174.82
10163, 10026, 727.41
10057, 10169, 357.38
10152, 10133, 675.69
10043, 10156, 251.63
10193, 10044, 199.36
10162, 10005, 492.24
10163, 10195, 572.02
10174, 10102, 485.25
10216, 10141, 714.24
10205, 10103, 199.29
10078, 10153, 972.45
10131, 10019, 934.72
10097, 10015, 332.91
10160, 10196, 292.27
10072, 10123, 759.50
10163, 10161, 226.89
10035, 10199, 325.08
10057, 10098, 881.64
10039, 10021, 332.97
10175, 10199, 998.37
10120, 10180, 483.03
10014, 10187, 815.71
10193, 10090, 272.84
10150, 10190, 938.36
10051, 10001, 674.65
10111, 10178, 42.46
10011, 10054, 701.52
10103, 10213, 495.72
10025, 10091, 495.16
10073, 10034, 924.91
10032, 10201, 776.41
10067, 10069, 578.78
10051, 10004, 86.97
10149, 10005, 554.51
10213, 10066, 282.60
10061, 10130, 914.28
10100, 10214, 921.75
10088, 10113, 730.84
10163, 10095, 371.70
10033, 10053, 674.72
10030, 10125, 828.54
10214, 10142, 180.01
10000, 10131, 793.62
10166, 10138, 771.98
10007, 10024, 269.40
10004, 10127, 521.43
10172, 10001, 609.84
10198, 10161, 336.18
10194, 10162, 936.80
10096, 10050, 531.07
10120, 10056, 948.46
10182, 10001, 464.65
10122, 10148, 711.95
10144, 10060, 465.83
10189, 10040, 670.47
10043, 10169, 731.72
10124, 10064, 783.82
10215, 10021, 399.08
10216, 10176, 876.68
10148, 10146, 125.25
10086, 10091, 715.75
10180, 10196, 480.95
10043, 10042, 919.33
10111, 10121, 808.52
10076, 10020, 724.39
10219, 10093, 353.12
10202, 10074, 367.98
10125, 10216, 54.03
10101, 10215, 229.96
10000, 10166, 369.58
10113, 10062, 340.00
10145, 10012, 151.10
10042, 10093, 896.80
10185, 10053, 58.26
10082, 10174, 103.57
10184, 10077, 910.71
10103, 10174, 601.00
10195, 10014, 359.49
10071, 10086, 586.25
10191, 10147, 838.69
10100, 10180, 17.91
10089, 10220, 145.15
10027, 10059, 639.99
10122, 10138, 486.57
10214, 10216, 681.53
10165, 10125, 817.14
10199, 10054, 49.38
10120, 10135, 554.61
10182, 10017, 991.24
10133, 10198, 568.64
10117, 10055, 171.69
10177, 10220, 17.18
10037, 10120, 147.98
10167, 10181, 110.89
10031, 10049, 846.09
10029, 10127, 109.87
10190, 10142, 594.07
10022, 10032, 474.96
10145, 10101, 456.47
10100, 10054, 456.04
10144, 10010, 942.73
10191, 10006, 949.59
10022, 10176, 181.91
10177, 10093, 568.03
10210, 10191, 365.96
10048, 10137, 187.54
10216, 10198, 867.32
10195, 10066, 660.83
10195, 10009, 543.49
10158, 10135, 928.36
10079, 10121, 384.18
10117, 10123, 13.25
10017, 10021, 338.72
10002, 10162, 297.27
10190, 10019, 290.62
10200, 10061, 812.30
10127, 10054, 948.45
10083, 10157, 69.47
10066, 10093, 236.97
10122, 10156, 83.54
10115, 10104, 728.35
10063, 10075, 107.41
10184, 10155, 982.12
10112, 10020, 347.37
10048, 10169, 688.18
10195, 10150, 819.76
10155, 10028, 644.99
10072, 10194, 729.30
10161, 10192, 18.80
10022, 10177, 867.72
10083, 10161, 329.50
10167, 10086, 416.40
10201, 10129, 272.83
10119, 10206, 226.89
10193, 10059, 330.36
10038, 10167, 447.17
10035, 10075, 501.92
10123, 10156, 783.60
10103, 10026, 635.75
10010, 10143, 578.44
10035, 10139, 132.04
10089, 10214, 34.93
10142, 10092, 331.40
10208, 10011, 350.94
10208, 10005, 530.97
10027, 10189, 74.43
10141, 10042, 166.40
10115, 10113, 227.42
10120, 10180, 590.35
10026, 10168, 897.15
10179, 10192, 491.84
10092, 10084, 629.12
10018, 10157, 357.28
10175, 10151, 113.74
10105, 10099, 989.66
10068, 10021, 151.69
10110, 10144, 776.73
10095, 10147, 367.87
10078, 10009, 959.82
10027, 10198, 45.02
10026, 10101, 554.86
10085, 10178, 771.51
10117, 10200, 638.84
10181, 10010, 870.73
10101, 10066, 542.94
10201, 10002, 529.14
10137, 10155, 889.12
10111, 10217, 387.28
10113, 10077, 349.96
10194, 10114, 508.55
10048, 10141, 296.36
10060, 10212, 593.61
10127, 10138, 771.41
10060, 10031, 214.23
10059, 10033, 636.80
10105, 10045, 100.22
10186, 10078, 987.73
10107, 10023, 54.40
10069, 10065, 639.59
10012, 10067, 407.47
10146, 10195, 55.04
10161, 10178, 690.68
10137, 10061, 57.13
10004, 10210, 415.84
10142, 10010, 714.49
10208, 10038, 564.92
10131, 10118, 677.75
10036, 10077, 918.40
10106, 10044, 826.50
10203, 10126, 311.27
10069, 10046, 679.21
10187, 10199, 994.08
10045, 10188, 75.14
10052, 10017, 946.54
10033, 10207, 476.72
10092, 10191, 948.36
10087, 10031, 252.82
10054, 10081, 603.55
10203, 10082, 432.06
10172, 10104, 202.60
10152, 10090, 185.61
10065, 10055, 324.71
10101, 10046, 961.06
10179, 10142, 74.90
10044, 10124, 652.94
10184, 10194, 326.96
10054, 10002, 974.67
10009, 10059, 96.29
10057, 10084, 194.99
10114, 10075, 883.03
10203, 10218, 130.36
10123, 10010, 448.43
10083, 10216, 716.01
10187, 10212, 65.63
10097, 10178, 110.74
10155, 10096, 481.34
10122, 10187, 451.06
10013, 10215, 231.85
10219, 10168, 390.10
10174, 10009, 128.37
10144, 10194, 120.62
10126, 10208, 986.36
10141, 10006, 190.79
10098, 10194, 639.27
10055, 10050, 147.77
10188, 10217, 223.62
10073, 10109, 187.05
10134, 10219, 707.76
10134, 10037, 599.16
10123, 10019, 883.69
10034, 10100, 663.26
10163, 10129, 406.84
10003, 10079, 955.51
10199, 10189, 441.52
10206, 10109, 354.51
10125, 10091, 797.37
10129, 10132, 197.45
10141, 10213, 70.97
10208, 10216, 275.79
10031, 10152, 393.99
10041, 10129, 616.04
10143, 10055, 498.60
10138, 10069, 517.46
10126, 10022, 916.21
10147, 10175, 79.72
10155, 10166, 743.18
10119, 10147, 785.44
10207, 10021, 148.21
10015, 10130, 858.15
10139, 10086, 933.31
10062, 10078, 736.54
10023, 10174, 697.04
10142, 10094, 615.28
10088, 10214, 235.24
10089, 10012, 529.00
10186, 10181, 449.37
10100, 10055, 342.29
10022, 10109, 570.37
10056, 10157, 464.25
10085, 10122, 635.51
10111, 10141, 243.49
10139, 10003, 480.85
10016, 10159, 891.43
10165, 10200, 547.34
10126, 10165, 523.17
10108, 10200, 64.07
10061, 10038, 773.99
10155, 10191, 48.57
10161, 10012, 99.64
10119, 10181, 767.36
10176, 10201, 531.45
10079, 10095, 720.01
10174, 10032, 376.17
10194, 10087, 162.42
10105, 10011, 802.88
10166, 10097, 597.26
10008, 10123, 329.17
10131, 10100, 421.66
10047, 10217, 233.92
10042, 10206, 48.65
10037, 10202, 91.76
10088, 10220, 926.09
10086, 10178, 596.05
10100, 10120, 938.97
10203, 10097, 990.17
10174, 10169, 121.14
10130, 10049, 368.60
10095, 10078, 191.13
10009, 10089, 625.08
10076, 10106, 90.93
10175, 10016, 83.36
10164, 10030, 656.03
10152, 10102, 435.92
10036, 10010, 300.01
10031, 10214, 807.44
10156, 10203, 852.77
10093, 10046, 537.10
10077, 10147, 979.65
10117, 10208, 872.24
